"taxon","position","date_start","n_obs","response","predictor","estimate","std_estimate","p_value","r2_cond","r2_marg","type","null_mean_estimate","null_sd_estimate","path_id","month","season"
"gastropoda","A",2025-03-20,"model","root","microclimate_2",0.0951,0.1167,0.4429,0.05,0.01,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"gastropoda","A",2025-03-20,"model","fauna","microclimate_1",-1.8716,-0.3441,0.0039,0.43,0.19,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"gastropoda","A",2025-03-20,"model","fauna","microclimate_2",0.3405,0.1869,0.1065,0.43,0.19,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"gastropoda","A",2025-03-20,"model","fauna","root",0.0562,0.0251,0.6756,0.43,0.19,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"gastropoda","A",2025-03-21,"model","root","microclimate_1",0.7036,0.2659,0.0631,0.15,0.04,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"gastropoda","A",2025-03-21,"model","root","microclimate_2",0.2187,0.2698,0.035,0.15,0.04,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"gastropoda","A",2025-03-21,"model","fauna","microclimate_1",-2.1473,-0.3475,0.0013,0.51,0.18,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"gastropoda","A",2025-03-21,"model","fauna","microclimate_2",0.3243,0.1713,0.0904,0.51,0.18,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"gastropoda","A",2025-03-21,"model","fauna","root",0.0847,0.0363,0.535,0.51,0.18,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"gastropoda","A",2025-03-22,"model","root","microclimate_1",1.0337,0.3622,0.0079,0.24,0.07,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"gastropoda","A",2025-03-22,"model","root","microclimate_2",0.267,0.3253,0.0081,0.24,0.07,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"gastropoda","A",2025-03-22,"model","fauna","microclimate_1",-2.4694,-0.3619,6e-04,0.54,0.17,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"gastropoda","A",2025-03-22,"model","fauna","microclimate_2",0.312,0.159,0.1088,0.54,0.17,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"gastropoda","A",2025-03-22,"model","fauna","root",0.0373,0.0156,0.7903,0.54,0.17,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"gastropoda","A",2025-03-23,"model","root","microclimate_1",0.9422,0.3056,0.0277,0.29,0.04,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"gastropoda","A",2025-03-23,"model","root","microclimate_2",0.259,0.301,0.0109,0.29,0.04,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"gastropoda","A",2025-03-23,"model","fauna","microclimate_1",-2.6944,-0.3762,8e-04,0.56,0.18,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"gastropoda","A",2025-03-23,"model","fauna","microclimate_2",0.2972,0.1487,0.1389,0.56,0.18,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"gastropoda","A",2025-03-23,"model","fauna","root",0.093,0.04,0.4958,0.56,0.18,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"gastropoda","A",2025-03-24,"model","root","microclimate_1",1.1679,0.3462,0.012,0.29,0.05,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"gastropoda","A",2025-03-24,"model","root","microclimate_2",0.2863,0.3317,0.0065,0.29,0.05,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"gastropoda","A",2025-03-24,"model","fauna","microclimate_1",-2.649,-0.3372,0.0022,0.62,0.15,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"gastropoda","A",2025-03-24,"model","fauna","microclimate_2",0.3289,0.1636,0.1076,0.62,0.15,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"gastropoda","A",2025-03-24,"model","fauna","root",0.0953,0.0409,0.4815,0.62,0.15,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"gastropoda","A",2025-03-25,"model","root","microclimate_1",-0.2736,-0.0744,0.6491,0.43,0.07,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"gastropoda","A",2025-03-25,"model","root","microclimate_2",0.2324,0.2714,0.0224,0.43,0.07,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"gastropoda","A",2025-03-25,"model","fauna","microclimate_1",-3.1931,-0.366,0.0012,0.66,0.13,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"gastropoda","A",2025-03-25,"model","fauna","microclimate_2",0.219,0.1078,0.2741,0.66,0.13,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"gastropoda","A",2025-03-25,"model","fauna","root",0.0274,0.0115,0.8448,0.66,0.13,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"gastropoda","A",2025-03-26,"model","root","microclimate_1",0.1646,0.0439,0.7784,0.4,0.03,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"gastropoda","A",2025-03-26,"model","root","microclimate_2",0.2027,0.2442,0.0411,0.4,0.03,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"gastropoda","A",2025-03-26,"model","fauna","microclimate_1",-2.8818,-0.3144,0.0066,0.65,0.1,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"gastropoda","A",2025-03-26,"model","fauna","microclimate_2",0.1769,0.0872,0.3799,0.65,0.1,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"gastropoda","A",2025-03-26,"model","fauna","root",0.0912,0.0373,0.5084,0.65,0.1,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"gastropoda","A",2025-03-27,"model","root","microclimate_1",0.1548,0.0417,0.7901,0.4,0.04,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"gastropoda","A",2025-03-27,"model","root","microclimate_2",0.216,0.2697,0.0271,0.4,0.04,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"gastropoda","A",2025-03-27,"model","fauna","microclimate_1",-2.9553,-0.3161,0.0064,0.65,0.09,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"gastropoda","A",2025-03-27,"model","fauna","microclimate_2",0.1476,0.0732,0.4657,0.65,0.09,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"gastropoda","A",2025-03-27,"model","fauna","root",0.0729,0.029,0.593,0.65,0.09,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"gastropoda","A",2025-03-28,"model","root","microclimate_1",0.1806,0.0477,0.7598,0.39,0.04,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"gastropoda","A",2025-03-28,"model","root","microclimate_2",0.2177,0.2758,0.0238,0.39,0.04,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"gastropoda","A",2025-03-28,"model","fauna","microclimate_1",-2.9766,-0.3071,0.0068,0.66,0.09,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"gastropoda","A",2025-03-28,"model","fauna","microclimate_2",0.1429,0.0707,0.4756,0.66,0.09,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"gastropoda","A",2025-03-28,"model","fauna","root",0.0679,0.0265,0.619,0.66,0.09,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"gastropoda","A",2025-03-29,"model","root","microclimate_1",0.4115,0.1079,0.4699,0.41,0.03,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"gastropoda","A",2025-03-29,"model","root","microclimate_2",0.2206,0.2849,0.0184,0.41,0.03,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"gastropoda","A",2025-03-29,"model","fauna","microclimate_1",-3.1837,-0.3157,0.0038,0.67,0.09,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"gastropoda","A",2025-03-29,"model","fauna","microclimate_2",0.1318,0.0644,0.5087,0.67,0.09,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"gastropoda","A",2025-03-29,"model","fauna","root",0.0885,0.0335,0.5232,0.67,0.09,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"gastropoda","A",2025-03-30,"model","root","microclimate_1",0.2739,0.0731,0.6145,0.4,0.04,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"gastropoda","A",2025-03-30,"model","root","microclimate_2",0.2209,0.2893,0.017,0.4,0.04,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"gastropoda","A",2025-03-30,"model","fauna","microclimate_1",-2.4389,-0.234,0.0308,0.66,0.07,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"gastropoda","A",2025-03-30,"model","fauna","microclimate_2",0.1917,0.0902,0.3532,0.66,0.07,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"gastropoda","A",2025-03-30,"model","fauna","root",0.0815,0.0293,0.5613,0.66,0.07,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"gastropoda","A",2025-03-31,"model","root","microclimate_1",0.1196,0.0335,0.8162,0.39,0.05,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"gastropoda","A",2025-03-31,"model","root","microclimate_2",0.22,0.2932,0.0163,0.39,0.05,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"gastropoda","A",2025-03-31,"model","fauna","microclimate_1",-1.8884,-0.1836,0.0857,0.65,0.06,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"gastropoda","A",2025-03-31,"model","fauna","microclimate_2",0.2301,0.1063,0.2676,0.65,0.06,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"gastropoda","A",2025-03-31,"model","fauna","root",0.0798,0.0277,0.5687,0.65,0.06,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"gastropoda","A",2025-04-01,"model","root","microclimate_1",-0.0081,-0.0024,0.9866,0.38,0.06,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-01,"model","root","microclimate_2",0.2198,0.2971,0.0153,0.38,0.06,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-01,"model","fauna","microclimate_1",-1.6481,-0.1676,0.1122,0.66,0.05,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-01,"model","fauna","microclimate_2",0.2334,0.1076,0.262,0.66,0.05,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-01,"model","fauna","root",0.0607,0.0207,0.6693,0.66,0.05,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-02,"model","root","microclimate_1",-0.0903,-0.029,0.8412,0.38,0.08,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-02,"model","root","microclimate_2",0.2203,0.3035,0.0135,0.38,0.08,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-02,"model","fauna","microclimate_1",-0.8581,-0.09,0.3981,0.67,0.03,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-02,"model","fauna","microclimate_2",0.2781,0.1251,0.1864,0.67,0.03,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-02,"model","fauna","root",0.0634,0.0207,0.6545,0.67,0.03,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-03,"model","root","microclimate_1",-0.156,-0.0533,0.7129,0.37,0.09,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-03,"model","root","microclimate_2",0.2205,0.3087,0.0121,0.37,0.09,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-03,"model","fauna","microclimate_1",-0.9588,-0.1033,0.3333,0.66,0.03,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-03,"model","fauna","microclimate_2",0.2821,0.1245,0.1809,0.66,0.03,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-03,"model","fauna","root",0.0763,0.024,0.587,0.66,0.03,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-04,"model","root","microclimate_1",-0.0464,-0.0167,0.9066,0.36,0.07,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-04,"model","root","microclimate_2",0.2181,0.3047,0.0102,0.36,0.07,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-04,"model","fauna","microclimate_1",-0.8723,-0.0985,0.3339,0.68,0.03,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-04,"model","fauna","microclimate_2",0.2691,0.1178,0.179,0.68,0.03,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-04,"model","fauna","root",0.0561,0.0176,0.6802,0.68,0.03,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-05,"model","root","microclimate_1",-0.125,-0.0454,0.7405,0.3,0.06,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-05,"model","root","microclimate_2",0.1677,0.233,0.0282,0.3,0.06,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-05,"model","fauna","microclimate_1",-0.7097,-0.0813,0.3885,0.69,0.01,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-05,"model","fauna","microclimate_2",0.0865,0.0379,0.6236,0.69,0.01,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-05,"model","fauna","root",0.0989,0.0312,0.4528,0.69,0.01,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-06,"model","root","microclimate_1",0.0875,0.0312,0.821,0.27,0.05,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-06,"model","root","microclimate_2",0.1911,0.2591,0.0145,0.27,0.05,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-06,"model","fauna","microclimate_1",-0.5169,-0.0601,0.494,0.71,0.01,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-06,"model","fauna","microclimate_2",0.0778,0.0344,0.6415,0.71,0.01,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-06,"model","fauna","root",0.0605,0.0197,0.6243,0.71,0.01,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-07,"model","root","microclimate_1",0.0609,0.0212,0.8733,0.26,0.05,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-07,"model","root","microclimate_2",0.1993,0.2637,0.0101,0.26,0.05,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-07,"model","fauna","microclimate_1",-0.1496,-0.0174,0.8152,0.76,0,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-07,"model","fauna","microclimate_2",0.0025,0.0011,0.9867,0.76,0,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-07,"model","fauna","root",0.0264,0.0088,0.8226,0.76,0,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-08,"model","root","microclimate_1",0.0395,0.0135,0.9173,0.27,0.05,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-08,"model","root","microclimate_2",0.195,0.2533,0.0112,0.27,0.05,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-08,"model","fauna","microclimate_1",-0.0465,-0.0053,0.9416,0.76,0,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-08,"model","fauna","microclimate_2",-0.0046,-0.002,0.9749,0.76,0,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-08,"model","fauna","root",0.025,0.0084,0.8281,0.76,0,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-09,"model","root","microclimate_1",0.1271,0.0496,0.6686,0.26,0.07,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-09,"model","root","microclimate_2",0.2094,0.306,0.0019,0.26,0.07,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-09,"model","fauna","microclimate_1",-0.1392,-0.0157,0.8375,0.75,0,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-09,"model","fauna","microclimate_2",0.001,4e-04,0.9947,0.75,0,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-09,"model","fauna","root",0.0806,0.0233,0.5008,0.75,0,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-10,"model","root","microclimate_1",0.1033,0.0387,0.7434,0.24,0.05,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-10,"model","root","microclimate_2",0.1792,0.2501,0.0101,0.24,0.05,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-10,"model","fauna","microclimate_1",-0.0218,-0.0024,0.9768,0.73,0,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-10,"model","fauna","microclimate_2",0.0624,0.0257,0.6921,0.73,0,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-10,"model","fauna","root",0.0951,0.028,0.4141,0.73,0,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-11,"model","root","microclimate_1",0.0535,0.0191,0.875,0.23,0.03,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-11,"model","root","microclimate_2",0.1441,0.1896,0.0326,0.23,0.03,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-11,"model","fauna","microclimate_1",0.0106,0.0012,0.9898,0.68,0,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-11,"model","fauna","microclimate_2",0.1554,0.0625,0.3203,0.68,0,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-11,"model","fauna","root",0.1007,0.0308,0.4111,0.68,0,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-12,"model","root","microclimate_1",0.1023,0.0351,0.7646,0.24,0.03,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-12,"model","root","microclimate_2",0.149,0.1945,0.0194,0.24,0.03,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-12,"model","fauna","microclimate_1",-0.6254,-0.0673,0.4846,0.63,0,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-12,"model","fauna","microclimate_2",0.0013,5e-04,0.993,0.63,0,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-12,"model","fauna","root",0.1075,0.0337,0.3802,0.63,0,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-13,"model","root","microclimate_1",0.0775,0.0268,0.8242,0.21,0.02,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-13,"model","root","microclimate_2",0.1265,0.1653,0.0413,0.21,0.02,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-13,"model","fauna","microclimate_1",-0.6947,-0.0745,0.4479,0.61,0.01,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-13,"model","fauna","microclimate_2",0.0058,0.0023,0.9698,0.61,0.01,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-13,"model","fauna","root",0.1793,0.0556,0.168,0.61,0.01,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-14,"model","root","microclimate_1",0.1591,0.0528,0.6606,0.24,0.02,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-14,"model","root","microclimate_2",0.1238,0.154,0.0537,0.24,0.02,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-14,"model","fauna","microclimate_1",-0.7616,-0.0807,0.4382,0.54,0.01,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-14,"model","fauna","microclimate_2",0.0167,0.0066,0.9168,0.54,0.01,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-14,"model","fauna","root",0.2173,0.0695,0.0968,0.54,0.01,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-15,"model","root","microclimate_1",0.0394,0.0128,0.917,0.26,0.02,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-15,"model","root","microclimate_2",0.1276,0.1558,0.0461,0.26,0.02,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-15,"model","fauna","microclimate_1",-0.7851,-0.0818,0.4425,0.54,0.01,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-15,"model","fauna","microclimate_2",0.0194,0.0076,0.9036,0.54,0.01,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-15,"model","fauna","root",0.1996,0.0639,0.1356,0.54,0.01,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-16,"model","root","microclimate_1",0.106,0.0344,0.7861,0.23,0.02,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-16,"model","root","microclimate_2",0.1392,0.1679,0.0306,0.23,0.02,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-16,"model","fauna","microclimate_1",-0.8501,-0.0883,0.4122,0.54,0.01,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-16,"model","fauna","microclimate_2",0.0115,0.0044,0.9438,0.54,0.01,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-16,"model","fauna","root",0.1621,0.0519,0.2407,0.54,0.01,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-17,"model","root","microclimate_1",0.1699,0.0555,0.6635,0.2,0.02,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-17,"model","root","microclimate_2",0.1255,0.1527,0.0506,0.2,0.02,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-17,"model","fauna","microclimate_1",-1.1211,-0.1149,0.3058,0.53,0.01,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-17,"model","fauna","microclimate_2",0.0153,0.0058,0.9253,0.53,0.01,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"gastropoda","A",2025-04-17,"model","fauna","root",0.2012,0.0631,0.1523,0.53,0.01,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"gastropoda","A",2025-04-18,"model","root","microclimate_1",0.2053,0.0649,0.6105,0.24,0.02,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"gastropoda","A",2025-04-18,"model","root","microclimate_2",0.132,0.1599,0.0342,0.24,0.02,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"gastropoda","A",2025-04-18,"model","fauna","microclimate_1",-0.9793,-0.0982,0.396,0.46,0.02,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"gastropoda","A",2025-04-18,"model","fauna","microclimate_2",-0.0249,-0.0096,0.879,0.46,0.02,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
